,G0000,G0001,G0002,G0003,G0004,G0005,G0006,G0007,G0008,G0009,G0010,G0011,G0012,G0013,G0014,G0015,G0016,G0017,G0018,G0019,G0020,G0021,G0022,G0023,G0024,G0025,G0026,G0027,G0028,G0029,G0030,G0031,G0032,G0033,G0034,G0035,G0036,G0037,G0038,G0039,G0040,G0041,G0042,G0043,G0044,G0045,G0046,G0047,G0048,G0049,G0050,G0051,G0052,G0053,G0054,G0055,G0056,G0057,G0058,G0059,G0060,G0061,G0062,G0063,G0064,G0065,G0066,G0067,G0068,G0069,G0070,G0071,G0072,G0073,G0074,G0075,G0076,G0077,G0078,G0079,G0080,G0081,G0082,G0083,G0084,G0085,G0086,G0087,G0088,G0089,G0090,G0091,G0092,G0093,G0094,G0095,G0096,G0097,G0098,G0099,G0100,G0101,G0102,G0103,G0104,G0105,G0106,G0107,G0108,G0109,G0110,G0111,G0112,G0113,G0114,G0115,G0116,G0117,G0118,G0119,G0120,G0121,G0122,G0123,G0124,G0125,G0126,G0127,G0128,G0129,G0130,G0131,G0132,G0133,G0134,G0135,G0136,G0137,G0138,G0139,G0140,G0141,G0142,G0143,G0144,G0145,G0146,G0147,G0148,G0149,G0150,G0151,G0152,G0153,G0154,G0155,G0156,G0157,G0158,G0159,G0160,G0161,G0162,G0163,G0164,G0165,G0166,G0167,G0168,G0169,G0170,G0171,G0172,G0173,G0174,G0175,G0176,G0177,G0178,G0179,G0180,G0181,G0182,G0183,G0184,G0185,G0186,G0187,G0188,G0189,G0190,G0191,G0192,G0193,G0194,G0195,G0196,G0197,G0198,G0199
SIM-0010-NT,0.99,0.01,0.76174915,0.99,0.1521008,0.99,0.99,0.10656595,0.55196774,0.0580249,0.13994431,0.46381325,0.99,0.66339666,0.40532836,0.14372246,0.64819825,0.17025799,0.08036092,0.45018843,0.5537427,0.82810885,0.33871615,0.61166716,0.01,0.5538993,0.6250632,0.50023586,0.98017675,0.9839357,0.61836326,0.31582853,0.48861432,0.3678158,0.99,0.01,0.10740554,0.99,0.01,0.58822995,0.89445865,0.11145134,0.01,0.9555636,0.99,0.86010456,0.01,0.99,0.17182773,0.18582553,0.57940954,0.99,0.8435276,0.042423606,0.99,0.1654727,0.11637527,0.99,0.7297425,0.7298559,0.99,0.99,0.13767731,0.22246413,0.99,0.10666722,0.99,0.01,0.092538536,0.052847635,0.07171873,0.14627668,0.99,0.038619846,0.87966424,0.12720373,0.99,0.99,0.81523865,0.99,0.8428193,0.01,0.19064692,0.05816774,0.7877059,0.7494765,0.20687717,0.6699238,0.01,0.59539527,0.25508612,0.99,0.99,0.36712658,0.6901196,0.25325543,0.47782853,0.05053617,0.63034165,0.99,0.030410156,0.34384537,0.01,0.99,0.99,0.20124972,0.3531833,0.7836823,0.22583456,0.99,0.19745357,0.99,0.32495067,0.99,0.99,0.63480884,0.01,0.8780687,0.78130424,0.01,0.01,0.5012744,0.27711383,0.18408349,0.99,0.16581362,0.20182826,0.10351157,0.52918744,0.01,0.1047968,0.01,0.27828228,0.8408306,0.65092254,0.1941672,0.81927854,0.56902003,0.99,0.556965,0.01,0.99,0.30976593,0.30803457,0.7687717,0.01,0.5475182,0.95661306,0.99,0.5373801,0.99,0.017472118,0.42713553,0.28355986,0.91764003,0.33304167,0.8069788,0.3052904,0.81142354,0.27452242,0.6909421,0.48769146,0.01,0.89586914,0.7539916,0.45417267,0.55876696,0.01,0.01,0.01,0.83931947,0.8446835,0.5429211,0.34062964,0.50430954,0.99,0.01,0.99,0.99,0.99,0.8030616,0.01,0.44541925,0.97436315,0.01,0.01,0.6270752,0.5051525,0.99,0.46304104,0.9400781,0.70479697,0.99,0.51833785,0.35618755,0.19576883,0.9585515,0.99,0.01,0.99
SIM-0011-NT,0.20761469,0.7701036,0.5568863,0.6809508,0.63613683,0.01,0.8415888,0.70196664,0.01,0.01,0.01,0.36399534,0.6774363,0.36389813,0.99,0.30730298,0.6739907,0.71840847,0.99,0.01,0.99,0.70616937,0.20739846,0.99,0.28908682,0.54949504,0.4130413,0.99,0.4952842,0.6985573,0.82306504,0.9251824,0.4787277,0.99,0.36996317,0.01,0.4063951,0.99,0.19142891,0.3031074,0.67661625,0.12104199,0.77440363,0.01,0.28511074,0.5289771,0.01,0.01,0.6523993,0.7292974,0.19449376,0.61945343,0.5046928,0.12953858,0.9187781,0.8074461,0.01,0.9440489,0.5645242,0.4352137,0.99,0.01,0.7648148,0.01,0.78521395,0.13730499,0.8516503,0.13049811,0.34737188,0.8974875,0.01,0.6795629,0.99,0.1424719,0.99,0.01,0.6826237,0.34565926,0.7809819,0.6600081,0.99,0.01,0.01,0.431185,0.99,0.99,0.99,0.99,0.4838168,0.99,0.99,0.935392,0.12548465,0.99,0.72191316,0.04658275,0.01,0.01,0.6250829,0.01,0.06662387,0.5305474,0.01,0.92575306,0.01,0.8766484,0.86319435,0.01,0.01,0.22323442,0.59568155,0.64441705,0.6349648,0.55524576,0.99,0.39017695,0.2588935,0.10542911,0.4498374,0.10050658,0.99,0.1305131,0.48859632,0.6752858,0.99,0.20211098,0.99,0.3533287,0.99,0.7519461,0.01,0.030268528,0.99,0.5200767,0.2506616,0.917465,0.3801187,0.55623513,0.14602154,0.99,0.01,0.8146791,0.7792578,0.43830898,0.01,0.01,0.7714498,0.2994249,0.01,0.99,0.066658646,0.8318297,0.6390857,0.2266544,0.796025,0.01,0.01,0.027685285,0.20142311,0.50136316,0.17079966,0.01,0.01,0.40171596,0.4711088,0.3116542,0.99,0.99,0.97313136,0.01,0.4005561,0.062417403,0.67947096,0.3999503,0.63074553,0.095478,0.04763636,0.3676493,0.5078222,0.01,0.99,0.34468904,0.01,0.53305715,0.01,0.90385336,0.99,0.8634378,0.118452966,0.43912113,0.6653863,0.1598631,0.99,0.89185905,0.6495417,0.7895533,0.01,0.09043318,0.25089902,0.01
SIM-0012-NT,0.7099359,0.8753499,0.79077816,0.96373343,0.01,0.99,0.01,0.7686144,0.50505865,0.3729816,0.01,0.077127814,0.5784224,0.9748796,0.0833832,0.56320655,0.061056495,0.99,0.01,0.43161035,0.30785313,0.80641794,0.33929172,0.5493511,0.63011956,0.99,0.99,0.51281095,0.4321055,0.41599545,0.8234921,0.01,0.8906496,0.99,0.9361519,0.01,0.99,0.99,0.4481256,0.99,0.51538724,0.47206938,0.25168446,0.0826121,0.99,0.01,0.6026304,0.48448026,0.99,0.6801931,0.14884582,0.9668336,0.99,0.32621858,0.73533666,0.01,0.99,0.90039736,0.7245534,0.01,0.31581962,0.5531928,0.21273124,0.5249498,0.045339286,0.99,0.99,0.5844839,0.36274287,0.47484604,0.01,0.99,0.9828159,0.01,0.23123121,0.63933444,0.84635067,0.99,0.731019,0.15712476,0.99,0.03335347,0.2505801,0.99,0.93815935,0.99,0.99,0.97319186,0.28402415,0.3480932,0.02815725,0.01,0.99,0.25070333,0.99,0.12208725,0.65707654,0.11269647,0.99,0.99,0.22405657,0.01,0.7087711,0.39673427,0.01,0.9764397,0.99,0.35538793,0.41836303,0.64898264,0.7020708,0.99,0.52838814,0.10558498,0.1239602,0.68159544,0.01,0.60923964,0.86803854,0.01,0.124170266,0.82198215,0.01,0.01,0.47159445,0.99,0.99,0.37763497,0.01,0.99,0.01,0.2526533,0.41276324,0.99,0.9779836,0.08670208,0.63645655,0.37629956,0.4716951,0.93064034,0.18552426,0.8269085,0.99,0.99,0.7451501,0.4474086,0.01,0.99,0.99,0.9049583,0.54543096,0.6965468,0.99,0.79933584,0.99,0.61665756,0.99,0.68650895,0.74352884,0.01,0.3672703,0.99,0.01,0.39234602,0.7767635,0.58280957,0.56783295,0.35054657,0.6828103,0.01,0.01,0.99,0.85545087,0.99,0.99,0.99,0.53353703,0.55711794,0.92037845,0.1336571,0.07809633,0.01,0.9129923,0.01,0.01,0.5283801,0.5615041,0.99,0.99,0.99,0.57613456,0.8547436,0.82965785,0.4274721,0.15324803,0.89126045,0.29103136,0.01,0.5956173,0.5901128
SIM-0013-NT,0.01,0.72812617,0.99,0.14731956,0.70275015,0.40273142,0.99,0.99,0.01,0.3647421,0.99,0.31393668,0.42930976,0.97621083,0.33195785,0.99,0.5823591,0.015508175,0.05393693,0.7178637,0.01,0.377189,0.4995019,0.24443495,0.16847211,0.5811413,0.99,0.27300245,0.92479813,0.58227307,0.84742075,0.6607944,0.70256376,0.9134301,0.6546565,0.42346385,0.99,0.99,0.02940622,0.49997216,0.3252613,0.01,0.23522411,0.99,0.705018,0.6146784,0.30596888,0.09485443,0.37633824,0.44659144,0.01,0.99,0.99,0.01,0.91414905,0.32148162,0.99,0.33617562,0.99,0.37759125,0.99,0.01,0.01,0.43187028,0.23994246,0.78586316,0.01,0.3907453,0.01,0.01,0.27187586,0.782858,0.99,0.66833544,0.69376427,0.99,0.99,0.6862422,0.64924985,0.4919727,0.9520335,0.01,0.01,0.01,0.30429474,0.99,0.5279589,0.7328239,0.36324996,0.18657815,0.26707628,0.76177174,0.8212053,0.99,0.99,0.47489515,0.23636368,0.01,0.99,0.82474685,0.32898057,0.01,0.20109601,0.99,0.4742714,0.46757564,0.4654336,0.99,0.5499946,0.99,0.5615152,0.01,0.7959953,0.99,0.7220148,0.70746523,0.77929556,0.8370639,0.50480324,0.6386668,0.01,0.3390333,0.7002711,0.59047234,0.99,0.5291538,0.1557211,0.01,0.13761955,0.8290825,0.73413694,0.01,0.99,0.01,0.21990024,0.27355817,0.7612425,0.7086391,0.9573431,0.99,0.5518975,0.44160596,0.76985,0.99,0.9289801,0.8613727,0.01,0.88280386,0.67511344,0.49678332,0.49174765,0.5705371,0.4277004,0.44579244,0.68316233,0.84653276,0.3064728,0.345609,0.99,0.42193225,0.32144696,0.01,0.49525958,0.01,0.65103513,0.29726976,0.99,0.99,0.01,0.01,0.7435309,0.31695193,0.01,0.8584418,0.99,0.102608025,0.01,0.3280521,0.558195,0.75725913,0.44947055,0.13624053,0.99,0.041915536,0.01,0.57176995,0.99,0.99,0.99,0.92998374,0.01,0.26177457,0.17310467,0.99,0.64635146,0.01,0.99,0.9451454,0.05830732,0.20552038
SIM-0014-NT,0.99,0.01,0.74080443,0.99,0.6950393,0.8176775,0.63125205,0.45296937,0.01,0.54964745,0.01,0.01,0.49608597,0.46291643,0.03743106,0.40278393,0.99,0.72010076,0.01,0.6322554,0.86913013,0.99,0.93914866,0.34622282,0.8793646,0.53491783,0.10769898,0.6842921,0.99,0.99,0.01,0.4079462,0.99,0.01,0.013236821,0.27209678,0.8642644,0.01,0.3915241,0.99,0.53972626,0.13974804,0.74916023,0.9798342,0.01,0.014277875,0.25592458,0.01,0.99,0.99,0.01,0.7904598,0.99,0.01,0.99,0.87672544,0.99,0.7227499,0.99,0.01,0.99,0.24362437,0.86605954,0.033413067,0.9711216,0.53029513,0.36409375,0.14579359,0.02667889,0.65701014,0.01,0.40331554,0.99,0.01,0.99,0.01,0.28250024,0.76862544,0.99,0.33849302,0.01,0.01,0.72739977,0.01,0.99,0.7310459,0.5878738,0.929557,0.01,0.7566328,0.01,0.99,0.15427613,0.99,0.07185972,0.01,0.40613118,0.99,0.8000935,0.25689772,0.016224474,0.01,0.16543363,0.99,0.63486826,0.99,0.15415487,0.45625943,0.3180555,0.49416617,0.5410775,0.8701279,0.93124473,0.54384494,0.99,0.08994247,0.3322718,0.99,0.01,0.01,0.01,0.5160814,0.9855592,0.11206332,0.99,0.62130195,0.37168396,0.01,0.99,0.49550053,0.01,0.99,0.6315551,0.87872136,0.99,0.86519766,0.99,0.6887643,0.98522496,0.6048675,0.34286627,0.78980416,0.34090793,0.69732344,0.8517326,0.7979842,0.8299947,0.99,0.99,0.7332198,0.72944206,0.99,0.26490977,0.99,0.38258615,0.945451,0.1959856,0.13218111,0.12213814,0.5982044,0.01,0.01,0.8182471,0.99,0.36053115,0.61330086,0.99,0.7394791,0.99,0.14107922,0.8394394,0.01,0.01,0.99,0.99,0.64645547,0.99,0.99,0.8839091,0.01,0.5569114,0.01,0.31200293,0.051922083,0.01,0.01,0.8526721,0.01,0.38465524,0.99,0.53120947,0.01,0.42467302,0.01,0.2568684,0.18784922,0.39477625,0.30225116,0.21477757,0.99
SIM-0015-NT,0.65784985,0.72501016,0.20570889,0.82276696,0.6019941,0.5085506,0.90414757,0.5948721,0.01,0.01,0.01,0.71290827,0.25289565,0.99,0.99,0.08293909,0.96569467,0.99,0.18355341,0.01,0.99,0.569168,0.37757194,0.99,0.8354398,0.38268834,0.19543311,0.2957286,0.99,0.99,0.39016235,0.99,0.8106946,0.99,0.9709752,0.99,0.99,0.6327389,0.10813661,0.56292015,0.28617844,0.01,0.61782205,0.49356034,0.068199635,0.42241836,0.47996303,0.34522992,0.99,0.99,0.99,0.67813253,0.99,0.13542047,0.48895133,0.99,0.5152097,0.01,0.26612538,0.01,0.34196445,0.01,0.31030333,0.01,0.99,0.01,0.76463515,0.46293783,0.54160535,0.28011551,0.7347628,0.4040135,0.50881207,0.49723774,0.99,0.5583201,0.90167814,0.9585676,0.69954216,0.86346173,0.99,0.010834351,0.0791806,0.01,0.6983112,0.01,0.5364786,0.99,0.01,0.7810492,0.99,0.4824069,0.01,0.17922169,0.46373326,0.01,0.6447388,0.01,0.99,0.12199688,0.13475259,0.28200603,0.4173938,0.9574244,0.01,0.7689108,0.5337495,0.9899854,0.5775894,0.9772418,0.49765617,0.99,0.99,0.75705254,0.99,0.01,0.01,0.4178085,0.29243004,0.01,0.01,0.49425304,0.3147498,0.05409187,0.6099528,0.6692395,0.7869859,0.106276155,0.7110312,0.02532351,0.10194427,0.97834444,0.01,0.14992249,0.01,0.14433315,0.6217991,0.99,0.6090397,0.45960152,0.01,0.36638054,0.01,0.81341434,0.99,0.36830208,0.73091686,0.99,0.8597268,0.99,0.01,0.34188497,0.50602525,0.6751796,0.052835226,0.99,0.47357255,0.99,0.75330895,0.01,0.6530422,0.88258654,0.01,0.01,0.01,0.24243873,0.99,0.13481909,0.2616261,0.04866554,0.99,0.99,0.60416186,0.99,0.99,0.07752311,0.6980307,0.14032882,0.5785572,0.9801419,0.65317756,0.65983033,0.91687787,0.01,0.01,0.8137717,0.99,0.99,0.7408836,0.99,0.99,0.06118472,0.93652165,0.2408216,0.285815,0.8042754,0.017303675,0.103967905,0.99,0.01
SIM-0016-NT,0.74292403,0.7626877,0.4909973,0.99,0.90388745,0.05859679,0.84808344,0.57263577,0.99,0.4082455,0.01,0.7974354,0.01,0.8483467,0.52413625,0.01,0.3989725,0.99,0.3621241,0.17548403,0.04909268,0.46167237,0.01,0.301593,0.43411604,0.3866713,0.47523105,0.09674832,0.6534262,0.4894225,0.17931357,0.53933764,0.99,0.99,0.99,0.01,0.99,0.72329706,0.69071907,0.7994584,0.47724348,0.46959096,0.7059196,0.01,0.27422512,0.9030405,0.59256214,0.5762774,0.4590416,0.85314053,0.14029944,0.7959011,0.46373183,0.78455794,0.94225156,0.30740952,0.99,0.86944735,0.99,0.308819,0.64104486,0.01,0.4133575,0.01,0.8576479,0.41626257,0.7197268,0.5788321,0.01,0.7971457,0.01,0.09869379,0.99,0.3462203,0.6003597,0.01,0.7379517,0.99,0.95245993,0.64129245,0.99,0.14588699,0.46220183,0.2755028,0.79851496,0.47407842,0.034337997,0.99,0.97663456,0.14175636,0.34407902,0.09217191,0.99,0.99,0.99,0.01,0.99,0.9511958,0.99,0.68620425,0.28592113,0.17847922,0.81347644,0.4477036,0.38635653,0.58617175,0.01,0.987388,0.7475639,0.53971034,0.8561403,0.01,0.671798,0.5562573,0.8963499,0.26002377,0.46816137,0.22934106,0.424982,0.87698466,0.01,0.99,0.02618146,0.5623522,0.87439334,0.4618253,0.99,0.6996324,0.17165163,0.99,0.01,0.01,0.71600527,0.88003933,0.44178525,0.4943702,0.4268955,0.99,0.73855615,0.18582708,0.01,0.99,0.17993471,0.58150005,0.99,0.6595795,0.13137019,0.18151748,0.99,0.31626344,0.22627172,0.7024719,0.63045716,0.63846314,0.036019802,0.39011362,0.5315297,0.49818385,0.48736793,0.01,0.4313457,0.01,0.8805309,0.42981908,0.34574825,0.01,0.4452104,0.01,0.6451988,0.01,0.7805082,0.46451092,0.8749341,0.99,0.99,0.99,0.47787678,0.8093953,0.38558823,0.01,0.99,0.41145396,0.6106607,0.22471586,0.99,0.11841854,0.36812308,0.6044693,0.99,0.21573198,0.5166961,0.99,0.92911536,0.047530264,0.01,0.01,0.4955803,0.8394717,0.9799375,0.01
SIM-0017-NT,0.01,0.41301283,0.99,0.99,0.9257957,0.01,0.01,0.86441386,0.14610212,0.059779093,0.01,0.2521136,0.01,0.99,0.19372097,0.2288362,0.79915416,0.99,0.01,0.8803876,0.06171879,0.14514074,0.99,0.36428812,0.8107756,0.9089613,0.83869743,0.48362905,0.99,0.7173185,0.5855344,0.23282419,0.96484613,0.99,0.7233031,0.01,0.99,0.07049191,0.56847554,0.569944,0.99,0.01,0.19584376,0.5903016,0.01,0.99,0.01,0.8901987,0.99,0.6256016,0.3610288,0.99,0.6031461,0.47620165,0.99,0.01,0.99,0.01,0.01,0.45461592,0.6087121,0.01,0.2661497,0.016441673,0.22711042,0.01,0.01,0.99,0.01,0.58911854,0.01,0.76222515,0.6784832,0.31306562,0.82604545,0.01,0.12596029,0.99,0.99,0.99,0.49374923,0.01,0.01,0.11202024,0.4773943,0.19718626,0.01,0.805876,0.01,0.63736844,0.01,0.70668423,0.99,0.99,0.41601145,0.01,0.18575105,0.27768576,0.01,0.99,0.07318726,0.42346364,0.01,0.42103076,0.01,0.99,0.5290243,0.843583,0.24781105,0.99,0.17235318,0.46064097,0.61395454,0.8222024,0.99,0.99,0.99,0.01,0.40778226,0.01,0.84734094,0.16458645,0.5759081,0.01,0.01,0.99,0.45457092,0.01,0.39553824,0.044115484,0.21194595,0.01,0.040359437,0.27113777,0.84082395,0.78998935,0.8718796,0.6487144,0.99,0.18518683,0.01,0.93374133,0.39974183,0.43821162,0.5187423,0.99,0.99,0.37628168,0.01,0.4810973,0.054426253,0.9320943,0.99,0.01,0.3926535,0.01,0.25987464,0.1351891,0.99,0.39301997,0.62959063,0.01,0.01,0.8255633,0.42486596,0.01,0.99,0.49660593,0.92912775,0.21368295,0.44206262,0.8773335,0.01,0.99,0.5766936,0.79886883,0.43467933,0.43657213,0.28326878,0.22536226,0.10542953,0.99,0.026680648,0.99,0.74458754,0.41419035,0.70120394,0.9881973,0.83086044,0.82149005,0.108882844,0.01,0.99,0.01,0.261882,0.5867752,0.5274238,0.01,0.39587712,0.34774953
SIM-0018-NT,0.99,0.53777814,0.99,0.01,0.99,0.6068592,0.7145441,0.98677325,0.99,0.32123506,0.01,0.3183216,0.84345037,0.94318485,0.01,0.6242311,0.27752203,0.92915475,0.01,0.25061274,0.079147756,0.9855458,0.4191506,0.99,0.99,0.4300585,0.99,0.19266662,0.99,0.32048678,0.47428808,0.6695264,0.99,0.037932336,0.42744476,0.5005079,0.59656864,0.01,0.16204898,0.5111207,0.73733455,0.3744628,0.69628006,0.37623304,0.130873,0.93073285,0.18225887,0.14399588,0.08261895,0.710695,0.36110598,0.01,0.26823485,0.01,0.99,0.01,0.8599415,0.99,0.71401083,0.01,0.99,0.64168626,0.23885664,0.01,0.99,0.4586957,0.8119724,0.01,0.01,0.01,0.01,0.51651543,0.473202,0.05579287,0.99,0.2735716,0.49301365,0.53104573,0.49025744,0.5347745,0.99,0.01,0.99,0.49232495,0.01,0.7388251,0.99,0.9752579,0.017999902,0.657151,0.34359315,0.7014011,0.01,0.58165467,0.99,0.16007386,0.99,0.99,0.56129915,0.06902206,0.105736926,0.72287315,0.86627454,0.99,0.44844577,0.97129303,0.25324187,0.01,0.19627786,0.27994245,0.66275275,0.01,0.29015428,0.75322616,0.99,0.19503157,0.99,0.99,0.13717124,0.99,0.99,0.26050925,0.36646524,0.41696182,0.26629037,0.3348694,0.99,0.6457145,0.01,0.10764694,0.01,0.046920255,0.89130497,0.049265534,0.7313256,0.6564447,0.6240385,0.99,0.99,0.01,0.01,0.6151875,0.71730196,0.99,0.63334376,0.99,0.15685362,0.42057523,0.65628105,0.42823198,0.99,0.01,0.48811188,0.9256642,0.61374664,0.99,0.99,0.19783963,0.99,0.99,0.5255345,0.34327245,0.68962824,0.94322306,0.6747464,0.01,0.99,0.6499312,0.99,0.35432395,0.99,0.01,0.01,0.99,0.33120197,0.7759981,0.99,0.01,0.8653948,0.99,0.5997571,0.01,0.13594212,0.100810766,0.26558018,0.09437272,0.51241314,0.99,0.99,0.93516624,0.99,0.99,0.16527635,0.55148745,0.01,0.01,0.6249037,0.01,0.46269,0.01
SIM-0019-NT,0.6434409,0.01,0.8550378,0.5144487,0.49449924,0.99,0.4188897,0.9004153,0.09647876,0.44737905,0.69163966,0.99,0.20155235,0.99,0.17880943,0.01,0.75479287,0.99,0.01,0.8370957,0.32417843,0.01,0.7671299,0.44756657,0.99,0.31833494,0.7586694,0.99,0.93687683,0.99,0.01,0.17978907,0.99,0.99,0.99,0.53279895,0.99,0.847169,0.01,0.99,0.23004457,0.26665467,0.55395675,0.7839834,0.01,0.01,0.01,0.75466114,0.111442566,0.28489476,0.39749408,0.38391536,0.5318359,0.3680375,0.9108386,0.01,0.96975523,0.83197516,0.01,0.27977407,0.4593351,0.1851572,0.654202,0.126288,0.99,0.65397036,0.99,0.8265702,0.6793136,0.2968915,0.01,0.18870485,0.6355569,0.24723074,0.95839643,0.01,0.99,0.79100716,0.7138428,0.32312205,0.26869583,0.06896946,0.27520102,0.1564869,0.99,0.6329958,0.5610448,0.99,0.13863748,0.9573664,0.01,0.01,0.728953,0.7683551,0.18472248,0.20452613,0.69759727,0.01,0.5479186,0.7759709,0.01,0.01,0.5137942,0.87210375,0.2282471,0.2757301,0.102521,0.4920528,0.99,0.99,0.01,0.9160218,0.28037742,0.61695784,0.5580452,0.99,0.01,0.58003366,0.1366731,0.56478804,0.3540026,0.9497367,0.70282257,0.09555563,0.99,0.8854163,0.15411776,0.52979666,0.5895196,0.8670422,0.6016468,0.6120889,0.8688055,0.055523038,0.99,0.99,0.95309997,0.6809501,0.64630175,0.46006426,0.2557792,0.01,0.99,0.99,0.01,0.8335198,0.50633407,0.5898415,0.99,0.01,0.49728173,0.55596066,0.78012085,0.01,0.99,0.99,0.3963511,0.04305336,0.99,0.01,0.7112148,0.4889409,0.99,0.5444896,0.99,0.36460477,0.23257744,0.35079822,0.2599753,0.7015817,0.6972207,0.09237061,0.99,0.01,0.24846154,0.01,0.9529245,0.601769,0.99,0.35564417,0.99,0.04520596,0.47220182,0.65182745,0.3998547,0.99,0.01,0.85711473,0.64376915,0.7953993,0.69331473,0.01,0.99,0.37869763,0.99,0.9684017,0.30219543,0.75180095,0.2750048,0.91574097
SIM-0020-NT,0.01,0.01,0.69859594,0.99,0.88234854,0.8299601,0.8423932,0.1047889,0.3364067,0.8520732,0.25605068,0.01,0.26795807,0.99,0.99,0.01,0.99,0.24392194,0.5702915,0.68526924,0.23497838,0.5418889,0.7881745,0.7666161,0.01,0.99,0.99,0.82427263,0.5034287,0.99,0.99,0.3404324,0.9365516,0.14161283,0.5011847,0.01,0.8458382,0.43926966,0.38393748,0.12465599,0.5650988,0.01,0.5572401,0.01,0.41207638,0.32747334,0.54433334,0.01,0.99,0.5756638,0.2970271,0.01,0.18199342,0.13204966,0.99,0.4487713,0.9642213,0.1703937,0.06696755,0.31068018,0.99,0.22768666,0.99,0.01,0.8110993,0.01,0.93403333,0.99,0.01,0.52540964,0.8618462,0.23988378,0.9746553,0.99,0.89476466,0.539143,0.01,0.99,0.9763056,0.01,0.28821987,0.43412197,0.11006972,0.75590813,0.65898824,0.7243783,0.51878494,0.927246,0.6256366,0.9546222,0.04292886,0.93632555,0.99,0.99,0.6350835,0.39362505,0.01,0.25453508,0.99,0.77765596,0.28024095,0.01,0.49319023,0.78648454,0.99,0.29545492,0.3829742,0.2574915,0.99,0.7619367,0.06703538,0.01,0.20413473,0.88332903,0.99,0.01,0.20885426,0.99,0.99,0.77026033,0.98691565,0.99,0.99,0.29135865,0.14965609,0.99,0.01,0.01,0.01,0.5049468,0.01,0.01,0.12355065,0.01,0.8116802,0.56129044,0.84112847,0.8953668,0.51497227,0.99,0.57904524,0.57074565,0.01,0.70546377,0.01,0.5786674,0.54963565,0.01,0.9383209,0.9325055,0.60038006,0.5897186,0.41370225,0.6473651,0.42607796,0.01,0.53000224,0.6258626,0.99,0.040856898,0.01,0.99,0.01,0.64414537,0.99,0.18647951,0.90735525,0.97489893,0.49689293,0.99,0.1590899,0.01,0.22818497,0.99,0.6079333,0.932833,0.8842735,0.99,0.99,0.99,0.76682675,0.01,0.34085557,0.35054395,0.99,0.01,0.99,0.14087361,0.6111847,0.62770385,0.99,0.5641532,0.99,0.99,0.13088697,0.2320711,0.033470035,0.6268305,0.29943144,0.3737046
SIM-0021-NT,0.29038927,0.99,0.01,0.41590613,0.20084226,0.38923597,0.99,0.70111203,0.24652553,0.5258043,0.01,0.8176044,0.5602645,0.1540525,0.40482742,0.54420304,0.99,0.99,0.99,0.6340822,0.1448947,0.19411315,0.16134429,0.6449619,0.6418009,0.6214001,0.09686977,0.99,0.01,0.6130002,0.99,0.7047833,0.7108183,0.99,0.64091897,0.01,0.99,0.01,0.01,0.88198155,0.41844827,0.4001469,0.01,0.99,0.01,0.99,0.21617319,0.99,0.41449738,0.99,0.01,0.01,0.8249117,0.94412124,0.99,0.76662123,0.99,0.22241384,0.99,0.21876955,0.46276104,0.21287665,0.26449955,0.92241377,0.46397564,0.01,0.47919127,0.99,0.01,0.75276303,0.01,0.83805203,0.8724401,0.9075265,0.99,0.18673058,0.4722331,0.99,0.399213,0.01,0.01,0.01,0.5592735,0.99,0.01,0.30487305,0.6485224,0.99,0.01,0.9830968,0.12938856,0.99,0.7401939,0.99,0.6313634,0.01,0.99,0.01,0.01,0.5925653,0.64628416,0.01,0.34007186,0.2736736,0.99,0.99,0.61899084,0.6422954,0.01,0.18237293,0.2800784,0.81928116,0.94201005,0.43792012,0.99,0.92914695,0.46234852,0.57805943,0.3754079,0.13222086,0.29205784,0.99,0.80140185,0.8549148,0.36191863,0.15861571,0.62421644,0.99,0.99,0.01,0.99,0.33734134,0.8891852,0.01,0.16202138,0.9693903,0.01,0.01,0.7861115,0.59705514,0.99,0.64998657,0.49595612,0.7939733,0.99,0.034151644,0.98244077,0.42849764,0.8173831,0.99,0.9254745,0.67537755,0.1996187,0.01,0.6759279,0.9809557,0.4175341,0.2786638,0.7700813,0.29900527,0.01,0.7574049,0.6615488,0.17348194,0.91265786,0.01,0.85176265,0.7186758,0.99,0.12356894,0.99,0.01,0.01,0.75397515,0.99,0.7931027,0.43174446,0.39690495,0.5024613,0.01,0.01,0.055352613,0.01,0.99,0.01,0.37823492,0.99,0.7998832,0.5434015,0.9844292,0.99,0.01,0.01,0.74041855,0.01,0.99,0.25112396,0.4770041,0.01,0.9601826
